ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
GFF,JBT,2022-06-03,0.784,-2.746,4.573,18.378,4.56,3.786,0.156,-0.737,0.058,-0.004,-0.026,-0.058,-0.004,0.064,0.045,-0.038,0.047,0.06,0.015,-2.49,0.0,-2.741,-0.074,-4.037,2017-06-19,capital_goods
GFF,OSK,2022-06-03,0.824,-3.3,3.857,8.501,4.56,3.786,0.076,-1.351,0.027,-0.01,-0.014,0.019,-0.055,0.037,0.073,-0.054,0.029,0.033,0.011,-3.096,-0.018,-3.626,-0.052,-4.248,2017-06-19,capital_goods
GFF,PH,2022-06-03,0.804,-3.043,12.646,-35.704,4.56,3.786,0.003,-0.729,-0.009,0.008,-0.005,-0.014,-0.044,0.018,0.034,-0.013,0.055,0.034,0.031,-2.388,0.059,-1.803,-0.001,-3.061,2017-06-19,capital_goods
GFF,SPXC,2022-06-03,0.686,-3.569,1.936,7.848,4.56,3.786,0.153,-0.97,-0.054,0.027,0.057,0.015,0.014,-0.006,0.004,0.028,0.004,0.02,0.085,-1.72,0.079,-1.849,0.057,-2.322,2017-06-19,capital_goods
GFF,SWK,2022-06-03,0.941,-5.361,5.257,47.719,4.56,3.786,0.628,-4.938,0.033,0.01,0.033,-0.008,-0.003,-0.035,0.013,0.035,-0.057,-0.041,0.066,-4.39,-0.038,-5.915,-0.086,-6.623,2017-06-19,capital_goods
GFF,TKR,2022-06-03,0.843,-3.366,3.001,-5.183,4.56,3.786,0.26,-1.275,-0.058,-0.032,0.026,-0.032,0.014,-0.018,-0.015,0.04,-0.071,-0.063,0.022,-2.977,0.05,-2.488,0.019,-3.04,2017-06-19,capital_goods
GFF,TTC,2022-06-03,0.627,-3.432,3.035,20.747,4.56,3.786,0.086,-1.336,-0.0,0.015,0.002,0.012,0.006,0.02,0.019,-0.049,-0.037,0.021,0.029,-2.868,0.034,-2.788,-0.007,-3.561,2017-06-19,capital_goods
GGG,LECO,2022-06-03,0.902,3.12,1.797,-3.909,4.56,3.786,0.188,1.852,-0.026,0.023,0.01,0.017,0.012,-0.004,-0.029,0.03,0.018,-0.018,0.034,2.122,0.008,2.873,0.004,3.004,2017-06-19,capital_goods
GGG,MTOR,2022-06-03,0.902,2.544,0.228,10.83,4.56,3.786,0.699,1.305,0.012,0.05,0.042,0.036,-0.079,0.044,0.071,0.011,0.125,0.096,-0.019,2.769,0.009,2.432,-0.008,2.639,2017-06-19,capital_goods
GGG,RUSHA,2022-06-03,0.549,2.702,0.819,-12.215,4.56,3.786,0.007,1.266,0.003,0.016,-0.017,0.005,-0.023,0.057,0.012,0.027,0.012,-0.013,0.009,2.483,0.066,1.179,0.05,1.543,2017-06-19,capital_goods
GGG,SWK,2022-06-03,0.784,-3.048,1.928,41.954,4.56,3.786,0.4,-1.972,0.038,-0.055,-0.051,-0.03,-0.113,0.059,0.13,-0.08,0.073,0.084,0.014,-2.848,-0.117,-4.732,-0.119,-4.758,2017-06-19,capital_goods
GGG,TRTN,2022-06-03,0.784,2.816,0.907,-13.167,4.56,3.786,0.024,2.204,0.017,-0.004,-0.015,0.005,-0.007,0.008,0.013,-0.05,-0.011,0.089,0.08,1.422,0.033,2.232,0.039,2.143,2017-06-19,capital_goods
GIC,SWK,2022-06-03,0.745,-3.253,2.334,94.135,4.56,3.786,0.653,-1.704,0.008,-0.008,-0.03,-0.024,-0.022,-0.003,0.016,0.031,-0.006,-0.004,0.004,-3.215,-0.063,-3.903,-0.073,-4.006,2017-06-19,capital_goods
GNRC,PWR,2022-06-03,0.529,3.004,0.228,19.465,4.56,3.786,0.859,2.782,0.009,-0.047,-0.034,-0.001,0.015,-0.01,-0.027,-0.008,-0.008,-0.011,-0.048,3.569,-0.053,3.637,-0.115,4.372,2017-06-19,capital_goods
GNRC,SWK,2022-06-03,0.941,-2.764,0.173,121.068,4.56,3.786,0.512,-1.246,0.035,0.06,0.014,0.011,-0.024,0.086,0.075,-0.021,0.095,0.099,0.033,-2.486,-0.102,-3.621,-0.13,-3.849,2017-06-19,capital_goods
GWW,SWK,2022-06-03,0.706,-3.156,0.214,80.733,4.56,3.786,0.005,-2.943,0.008,0.009,0.023,0.001,-0.034,0.0,0.021,0.03,-0.007,-0.028,0.009,-3.07,-0.14,-4.506,-0.189,-4.978,2017-06-19,capital_goods
GWW,WSO,2022-06-03,0.51,-2.611,0.643,-16.166,4.56,3.786,0.065,-0.942,-0.03,0.005,0.007,0.035,-0.001,-0.034,-0.043,0.136,0.066,-0.019,0.013,-2.179,-0.014,-3.077,-0.04,-3.927,2017-06-19,capital_goods
HEI-A,LII,2022-06-03,0.529,-2.833,1.821,74.428,4.56,3.786,0.749,-1.44,-0.005,0.005,-0.018,-0.021,-0.033,0.01,0.026,0.015,0.031,-0.034,0.063,-1.857,0.043,-2.164,0.064,-1.855,2017-06-19,capital_goods
HEI-A,SWK,2022-06-03,0.529,-2.997,1.185,34.058,4.56,3.786,0.408,-1.686,-0.075,-0.026,-0.059,-0.16,0.022,0.008,-0.001,0.005,0.02,-0.013,0.039,-2.494,-0.121,-4.555,-0.134,-4.719,2017-06-19,capital_goods
HLIO,WCC,2022-06-03,0.647,3.324,1.647,-19.741,4.56,3.786,0.727,1.179,0.032,0.061,0.056,0.027,0.014,-0.012,-0.002,-0.028,0.02,0.009,0.088,1.414,0.016,2.981,-0.091,5.306,2017-06-19,capital_goods
HON,SWK,2022-06-03,0.725,-3.735,0.832,7.997,4.56,3.786,0.553,-3.165,-0.032,0.01,-0.023,0.017,0.005,0.007,-0.004,0.019,-0.043,-0.046,0.052,-2.77,-0.068,-5.003,-0.08,-5.223,2017-06-19,capital_goods
HON,VMI,2022-06-03,0.51,2.602,1.68,-128.725,4.56,3.786,0.261,1.001,-0.006,-0.069,-0.079,-0.051,-0.006,-0.01,0.015,-0.018,-0.048,-0.064,0.004,2.512,-0.024,3.204,-0.039,3.563,2017-06-19,capital_goods
HRI,MLI,2022-06-03,0.922,2.717,0.211,19.851,4.56,3.786,0.652,0.768,0.007,0.066,0.017,0.022,-0.015,0.005,-0.03,0.057,0.035,-0.054,-0.029,3.337,-0.136,5.649,-0.105,4.974,2017-06-19,capital_goods
HUBB,ITT,2022-06-03,0.588,-2.891,0.486,-2.259,4.56,3.786,0.584,-1.408,-0.106,-0.01,0.034,-0.008,-0.024,0.0,0.018,0.05,0.043,-0.018,-0.014,-3.292,-0.044,-4.138,-0.052,-4.347,2017-06-19,capital_goods
HUBB,SHYF,2022-06-03,0.51,-3.717,0.362,-29.871,4.56,3.786,0.164,-1.521,0.028,-0.002,-0.005,0.001,-0.041,0.014,0.024,0.008,-0.03,-0.046,-0.009,-3.902,-0.051,-4.777,-0.049,-4.733,2017-06-19,capital_goods
HUBB,TNC,2022-06-03,0.529,-2.604,0.187,41.582,4.56,3.786,0.507,-0.839,0.006,-0.053,-0.044,-0.081,-0.0,0.013,-0.019,-0.052,-0.026,0.009,-0.025,-3.03,-0.016,-2.883,-0.056,-3.58,2017-06-19,capital_goods
HUBB,TT,2022-06-03,0.627,-2.992,1.165,-49.927,4.56,3.786,0.349,-1.564,0.011,0.018,0.034,-0.004,-0.02,0.033,-0.016,0.024,0.044,-0.004,0.014,-2.585,-0.022,-3.614,0.007,-2.79,2017-06-19,capital_goods
IEX,LII,2022-06-03,0.51,-3.284,1.309,25.758,4.56,3.786,0.492,-1.108,-0.042,-0.037,0.046,-0.011,-0.029,0.003,0.034,-0.067,0.013,-0.019,0.041,-2.395,0.028,-2.672,0.062,-1.941,2017-06-19,capital_goods
IEX,PWR,2022-06-03,0.529,2.784,0.982,-110.904,4.56,3.786,0.106,1.853,-0.01,0.009,0.007,-0.017,-0.018,0.01,0.018,-0.019,0.004,0.024,-0.022,3.184,0.035,2.144,-0.021,3.175,2017-06-19,capital_goods
IEX,SWK,2022-06-03,0.667,-3.649,0.88,-2.908,4.56,3.786,0.258,-2.868,0.013,-0.005,0.001,0.0,-0.013,0.002,0.014,0.033,0.026,0.034,0.018,-3.308,-0.121,-5.985,-0.115,-5.87,2017-06-19,capital_goods
ITT,MLI,2022-06-03,0.686,2.834,0.574,-5.19,4.56,3.786,0.031,2.797,0.002,-0.024,-0.054,-0.035,-0.015,-0.01,0.017,0.005,0.006,0.025,-0.002,2.862,-0.096,4.296,-0.081,4.078,2017-06-19,capital_goods
ITT,MTOR,2022-06-03,0.588,2.516,0.15,13.763,4.56,3.786,0.457,1.494,-0.0,0.008,0.01,0.007,-0.048,0.012,0.047,-0.021,0.056,0.03,-0.027,2.796,0.001,2.504,-0.015,2.673,2017-06-19,capital_goods
ITT,OC,2022-06-03,0.588,2.63,1.022,-2.104,4.56,3.786,0.089,1.352,-0.001,-0.01,-0.029,-0.017,-0.004,-0.029,0.005,0.005,0.016,-0.063,0.061,1.294,0.048,1.584,0.065,1.213,2017-06-19,capital_goods
ITT,TRTN,2022-06-03,0.667,2.853,0.665,-6.615,4.56,3.786,0.212,2.537,-0.081,-0.023,-0.029,-0.005,0.02,-0.028,-0.026,0.011,-0.032,-0.039,0.071,1.78,0.023,2.509,0.029,2.407,2017-06-19,capital_goods
ITT,VMI,2022-06-03,0.627,3.252,3.047,-46.34,4.56,3.786,0.0,2.452,-0.025,-0.013,-0.034,-0.006,0.002,-0.041,-0.05,0.08,-0.034,-0.049,0.032,2.612,-0.005,3.347,-0.035,3.941,2017-06-19,capital_goods
JCI,MLI,2022-06-03,0.824,3.218,0.653,3.884,4.56,3.786,0.699,2.67,-0.043,-0.036,0.012,0.001,-0.01,-0.008,-0.009,0.034,-0.013,-0.041,-0.002,3.26,-0.118,5.341,-0.069,4.459,2017-06-19,capital_goods
JCI,SWK,2022-06-03,0.569,-2.55,1.357,91.22,4.56,3.786,0.144,-1.987,0.01,0.049,-0.0,0.017,-0.058,0.07,0.059,0.102,0.159,0.056,0.028,-2.282,-0.112,-3.619,-0.156,-4.035,2017-06-19,capital_goods
KAI,PWR,2022-06-03,0.686,3.267,0.624,-17.589,4.56,3.786,0.168,1.261,0.031,0.002,-0.002,0.019,-0.015,-0.005,0.014,-0.021,-0.021,0.006,-0.006,3.444,-0.004,3.369,-0.074,5.317,2017-06-19,capital_goods
KTOS,MTOR,2022-06-03,0.843,2.771,0.359,17.382,4.56,3.786,0.47,1.789,-0.009,0.017,0.027,0.076,0.003,0.036,-0.029,0.11,-0.038,-0.005,-0.013,2.88,-0.006,2.818,-0.031,3.034,2017-06-19,capital_goods
LECO,PNR,2022-06-03,0.765,-3.433,0.556,-7.52,4.56,3.786,0.549,-2.732,-0.004,0.013,0.031,-0.009,0.0,-0.008,-0.012,0.026,-0.017,0.01,0.035,-2.59,-0.031,-4.187,-0.048,-4.599,2017-06-19,capital_goods
LECO,RRX,2022-06-03,0.647,-2.703,1.343,-28.989,4.56,3.786,0.273,-0.946,-0.011,-0.015,-0.019,0.01,-0.015,0.0,0.001,0.011,-0.052,-0.025,0.013,-2.303,0.008,-2.456,0.03,-1.749,2017-06-19,capital_goods
LECO,SWK,2022-06-03,0.745,-3.548,0.866,68.269,4.56,3.786,0.018,-3.398,0.065,0.002,-0.043,0.05,-0.007,-0.026,0.024,-0.023,-0.037,-0.015,0.04,-3.093,-0.106,-4.756,-0.118,-4.895,2017-06-19,capital_goods
LECO,TT,2022-06-03,0.51,-3.28,1.531,-30.242,4.56,3.786,0.038,-1.907,0.026,-0.057,-0.075,-0.032,-0.032,-0.032,-0.005,-0.002,0.02,-0.002,0.046,-2.035,0.028,-2.516,0.057,-1.716,2017-06-19,capital_goods
LHX,NOC,2022-06-03,0.51,3.203,1.664,9.723,4.56,3.786,0.149,1.295,-0.033,-0.075,-0.033,-0.062,0.049,0.002,-0.046,0.033,-0.037,-0.033,-0.011,3.673,-0.01,3.627,-0.028,4.458,2017-06-19,capital_goods
LII,MTOR,2022-06-03,0.745,2.743,0.035,15.374,4.56,3.786,0.407,1.689,0.005,-0.012,-0.014,0.005,-0.01,-0.009,0.02,-0.006,-0.029,-0.042,0.002,2.727,0.019,2.569,0.021,2.559,2017-06-19,capital_goods
LNN,SWK,2022-06-03,0.941,-2.866,0.725,72.713,4.56,3.786,0.333,-1.586,-0.03,0.047,0.106,0.003,0.017,0.019,-0.061,0.082,0.014,-0.026,-0.021,-3.102,-0.199,-5.1,-0.226,-5.407,2017-06-19,capital_goods
LNN,TRTN,2022-06-03,0.725,2.518,0.365,-1.633,4.56,3.786,0.593,1.909,0.02,0.023,0.016,0.067,0.055,-0.008,-0.068,-0.006,-0.035,-0.012,0.119,0.628,0.101,0.915,0.128,0.485,2017-06-19,capital_goods
MAXR,MTOR,2022-06-03,0.784,2.596,0.3,17.44,4.56,3.786,0.543,0.696,0.071,0.021,-0.022,0.037,-0.02,0.016,0.039,-0.01,0.064,-0.024,-0.033,2.992,-0.019,2.831,-0.057,3.292,2017-06-19,capital_goods
MGRC,TNC,2022-06-03,0.569,-3.75,0.648,26.741,4.56,3.786,0.319,-1.188,-0.003,0.005,0.021,-0.044,-0.004,-0.022,0.006,0.004,-0.05,-0.029,0.002,-3.688,0.012,-3.439,-0.034,-4.608,2017-06-19,capital_goods
MLI,SWK,2022-06-03,0.588,-2.795,1.285,112.728,4.56,3.786,0.04,-2.495,-0.034,-0.009,0.053,0.022,-0.031,-0.019,0.017,0.011,-0.012,-0.009,0.009,-2.729,-0.188,-4.192,-0.2,-4.286,2017-06-19,capital_goods
MWA,VMI,2022-06-03,0.588,2.862,22.862,-90.488,4.56,3.786,0.053,1.466,0.01,-0.064,-0.028,0.0,-0.019,0.006,0.015,-0.069,-0.021,0.052,0.055,1.691,0.019,2.468,-0.067,4.28,2017-06-19,capital_goods
MYRG,PNR,2022-06-03,0.804,-2.759,0.435,25.429,4.56,3.786,0.579,-1.606,0.015,-0.023,-0.005,0.016,-0.016,0.019,0.027,0.024,0.056,-0.021,-0.006,-2.855,-0.026,-3.2,-0.067,-3.887,2017-06-19,capital_goods
MYRG,SWK,2022-06-03,0.608,-2.923,0.608,123.858,4.56,3.786,0.014,-2.241,-0.062,-0.047,-0.025,-0.014,-0.021,-0.061,-0.063,0.069,-0.055,-0.079,0.006,-2.875,-0.129,-3.909,-0.162,-4.156,2017-06-19,capital_goods
NDSN,ROK,2022-06-03,0.569,-3.472,1.464,-46.574,4.56,3.786,0.128,-0.442,-0.011,-0.015,0.036,0.041,-0.034,-0.012,0.014,-0.016,0.006,0.001,0.011,-3.108,0.038,-2.234,0.026,-2.62,2017-06-19,capital_goods
OC,SWK,2022-06-03,0.725,-3.923,1.221,70.791,4.56,3.786,0.416,-3.588,0.006,0.012,-0.001,0.018,-0.012,0.001,0.02,-0.015,0.027,0.027,0.08,-2.915,-0.062,-4.7,-0.053,-4.593,2017-06-19,capital_goods
PGTI,SWK,2022-06-03,0.51,-3.762,6.129,46.777,4.56,3.786,0.167,-1.74,-0.046,-0.006,-0.015,0.025,-0.0,-0.008,-0.012,0.018,-0.049,-0.031,0.042,-3.094,-0.149,-6.143,-0.13,-5.831,2017-06-19,capital_goods
PH,PWR,2022-06-03,0.667,2.718,0.482,-42.159,4.56,3.786,0.032,1.681,0.001,0.008,-0.032,0.023,0.022,-0.012,-0.007,-0.01,0.06,0.013,-0.049,3.636,0.014,2.461,-0.064,3.903,2017-06-19,capital_goods
PH,RUSHB,2022-06-03,0.51,2.516,0.16,-2.227,4.56,3.786,0.154,0.999,0.044,0.072,0.052,0.043,-0.001,0.004,-0.0,0.014,-0.037,-0.005,-0.062,4.145,-0.006,2.683,-0.012,2.834,2017-06-19,capital_goods
PH,SWK,2022-06-03,0.667,-3.602,0.383,70.351,4.56,3.786,0.041,-3.185,0.054,0.072,-0.002,0.093,-0.016,0.063,-0.018,0.007,0.085,0.021,0.04,-3.082,-0.124,-5.201,-0.112,-5.052,2017-06-19,capital_goods
PH,TRTN,2022-06-03,0.843,2.624,0.198,-3.994,4.56,3.786,0.448,1.61,0.019,0.022,0.02,-0.011,-0.031,0.03,0.038,-0.03,0.037,0.053,0.055,1.376,0.035,1.843,0.024,2.081,2017-06-19,capital_goods
PH,VMI,2022-06-03,0.647,2.522,0.853,-21.901,4.56,3.786,0.019,0.955,-0.028,-0.049,-0.009,-0.003,0.001,-0.053,-0.039,0.062,-0.007,-0.052,0.022,1.953,0.008,2.319,-0.038,3.518,2017-06-19,capital_goods
PNR,RUSHA,2022-06-03,0.529,2.711,0.682,2.911,4.56,3.786,0.585,2.085,0.029,0.04,-0.022,0.007,0.011,0.009,-0.044,0.045,0.007,-0.03,0.015,2.475,0.034,2.171,0.009,2.569,2017-06-19,capital_goods
PNR,RUSHB,2022-06-03,0.569,3.129,0.639,2.328,4.56,3.786,0.746,2.595,0.029,0.038,0.03,0.009,-0.016,0.003,0.003,0.004,-0.008,-0.02,-0.038,3.749,-0.05,3.949,-0.046,3.878,2017-06-19,capital_goods
PNR,TRTN,2022-06-03,0.824,2.842,0.747,4.0,4.56,3.786,0.449,2.618,-0.028,-0.076,-0.092,-0.047,0.024,0.005,-0.029,0.011,-0.017,-0.058,0.099,1.56,-0.003,2.877,-0.002,2.863,2017-06-19,capital_goods
PWR,ROK,2022-06-03,0.569,-3.377,1.478,128.245,4.56,3.786,0.38,-3.187,0.015,-0.003,0.013,0.008,-0.044,-0.025,0.068,-0.102,-0.023,0.033,-0.033,-3.834,0.071,-2.397,0.006,-3.288,2017-06-19,capital_goods
PWR,RRX,2022-06-03,0.961,-3.353,0.951,46.267,4.56,3.786,0.779,-1.869,0.021,-0.006,-0.014,0.027,-0.026,-0.002,0.011,-0.041,-0.046,0.052,-0.054,-4.47,0.016,-3.014,-0.015,-3.656,2017-06-19,capital_goods
PWR,SWK,2022-06-03,0.627,-3.063,0.486,125.837,4.56,3.786,0.081,-2.597,-0.01,0.007,-0.006,-0.01,-0.098,0.021,0.093,0.01,0.059,0.043,-0.013,-3.157,-0.13,-4.014,-0.194,-4.484,2017-06-19,capital_goods
PWR,TRN,2022-06-03,0.51,-2.965,0.144,13.139,4.56,3.786,0.308,-0.669,0.008,-0.079,0.045,-0.109,-0.046,-0.019,0.056,0.007,-0.037,0.002,-0.065,-4.309,-0.015,-3.276,-0.082,-4.669,2017-06-19,capital_goods
PWR,URI,2022-06-03,0.529,-3.319,2.715,38.349,4.56,3.786,0.41,-1.654,0.019,0.067,0.086,0.047,-0.071,-0.023,0.082,-0.031,0.012,-0.016,-0.08,-5.301,0.009,-3.088,-0.066,-4.949,2017-06-19,capital_goods
ROK,SSD,2022-06-03,0.765,3.028,0.323,18.506,4.56,3.786,0.628,0.54,-0.001,-0.022,-0.053,0.049,0.012,0.03,-0.041,0.065,-0.015,0.014,0.013,2.681,0.108,0.236,0.145,-0.713,2017-06-19,capital_goods
ROLL,TNC,2022-06-03,0.588,-2.725,0.202,36.221,4.56,3.786,0.553,-0.597,0.039,-0.001,-0.01,-0.015,-0.012,0.002,0.021,0.008,-0.01,-0.009,-0.025,-3.239,-0.042,-3.598,-0.104,-4.879,2017-06-19,capital_goods
RRX,RUSHA,2022-06-03,0.765,3.318,0.321,1.538,4.56,3.786,0.775,0.491,-0.04,0.041,0.077,0.039,0.035,0.003,-0.018,0.036,0.013,-0.018,-0.013,3.753,0.07,0.995,0.084,0.557,2017-06-19,capital_goods
RRX,RUSHB,2022-06-03,0.549,3.494,0.297,1.469,4.56,3.786,0.508,0.675,-0.052,-0.013,0.031,0.032,-0.105,0.013,0.071,0.002,0.016,0.036,-0.061,5.199,-0.009,3.743,0.031,2.64,2017-06-19,capital_goods
RRX,TRTN,2022-06-03,0.882,3.505,0.37,0.366,4.56,3.786,0.527,2.239,0.008,0.005,-0.027,-0.023,-0.055,0.023,0.043,-0.033,-0.025,0.021,0.063,1.997,0.035,2.674,0.069,1.863,2017-06-19,capital_goods
RUSHA,SWK,2022-06-03,0.784,-3.292,1.757,93.537,4.56,3.786,0.318,-2.817,0.016,0.014,-0.0,0.018,0.004,-0.005,-0.021,0.04,0.006,-0.021,0.016,-3.139,-0.068,-3.943,-0.093,-4.185,2017-06-19,capital_goods
RUSHB,SWK,2022-06-03,0.647,-3.251,1.75,98.639,4.56,3.786,0.037,-2.912,0.024,0.019,0.005,-0.008,-0.025,0.008,-0.026,-0.0,0.043,0.025,-0.024,-3.466,-0.13,-4.432,-0.136,-4.487,2017-06-19,capital_goods
SHYF,TRTN,2022-06-03,0.824,3.902,0.945,17.105,4.56,3.786,0.741,3.505,0.025,0.001,-0.005,-0.03,0.008,-0.002,-0.025,-0.025,-0.042,-0.001,0.1,2.557,0.039,3.373,0.058,3.117,2017-06-19,capital_goods
SWK,TKR,2022-06-03,0.725,3.675,0.474,-16.876,4.56,3.786,0.014,2.037,-0.094,-0.034,-0.021,-0.017,-0.006,0.013,-0.001,0.02,0.011,-0.054,0.065,2.532,-0.104,5.497,-0.122,5.81,2017-06-19,capital_goods
SWK,TRTN,2022-06-03,0.529,3.005,0.25,2.535,4.56,3.786,0.116,0.471,-0.02,-0.053,-0.036,-0.07,-0.01,0.016,0.005,0.045,0.038,-0.102,0.13,1.908,-0.047,3.401,-0.024,3.205,2017-06-19,capital_goods
SWK,TTC,2022-06-03,0.569,3.479,0.492,6.975,4.56,3.786,0.224,1.312,0.044,-0.067,-0.111,-0.092,-0.008,0.006,-0.033,0.012,0.025,0.012,0.04,2.61,-0.075,5.085,-0.073,5.057,2017-06-19,capital_goods
TGH,WCC,2022-06-03,0.686,2.735,3.085,14.363,4.56,3.786,0.624,0.438,0.007,-0.016,-0.023,-0.014,-0.065,0.016,0.037,0.06,-0.018,-0.034,0.068,0.843,0.021,2.162,-0.007,2.917,2017-06-19,capital_goods
TRN,TRTN,2022-06-03,0.686,3.669,2.387,-13.372,4.56,3.786,0.035,0.655,0.011,-0.011,-0.042,-0.03,0.016,-0.005,-0.014,-0.007,-0.0,-0.025,0.042,2.534,0.006,3.502,0.002,3.604,2017-06-19,capital_goods
TRN,VMI,2022-06-03,0.569,2.735,9.78,-50.225,4.56,3.786,0.004,0.746,0.019,0.001,0.009,-0.012,-0.086,0.165,0.057,-0.089,0.071,0.072,0.013,2.443,-0.021,3.205,-0.056,4.006,2017-06-19,capital_goods
APA,CRK,2022-06-03,0.98,3.588,0.254,1.627,4.421,4.194,0.607,1.832,-0.004,0.008,-0.007,0.011,-0.004,-0.014,-0.007,0.07,-0.001,-0.033,0.154,0.78,0.013,3.346,-0.04,4.32,2017-06-19,energy
AROC,CRK,2022-06-03,0.745,4.224,0.712,1.758,4.421,4.194,0.89,1.137,-0.06,-0.055,-0.023,0.034,-0.044,0.031,0.068,-0.065,-0.006,0.072,0.267,1.467,0.111,3.079,-0.034,4.575,2017-06-19,energy
BKR,CRK,2022-06-03,0.961,3.75,0.363,-0.648,4.421,4.194,0.719,1.285,0.075,0.039,-0.015,0.027,0.082,-0.043,-0.108,0.112,-0.024,-0.039,0.159,0.943,-0.006,3.862,-0.101,5.54,2017-06-19,energy
BP,CRK,2022-06-03,0.843,4.419,0.24,0.956,4.421,4.194,0.889,4.178,0.037,0.049,-0.026,0.083,0.027,-0.018,-0.02,-0.051,-0.049,-0.023,0.273,1.477,0.144,2.868,0.027,4.131,2017-06-19,energy
CLB,CRK,2022-06-03,0.686,4.553,0.012,6.739,4.421,4.194,0.993,0.427,0.015,-0.012,-0.014,-0.011,-0.001,-0.011,-0.001,0.01,0.002,0.027,0.437,1.444,0.23,2.918,0.046,4.226,2017-06-19,energy
CLB,GLNG,2022-06-03,0.824,3.603,0.188,6.735,4.421,4.194,0.981,3.225,-0.019,-0.043,-0.027,-0.042,-0.011,-0.0,0.011,-0.011,-0.03,0.033,0.101,2.763,0.053,3.162,-0.11,4.521,2017-06-19,energy
CLB,HAL,2022-06-03,0.627,3.141,0.258,12.858,4.421,4.194,0.997,0.116,0.004,0.005,-0.03,-0.025,-0.005,0.004,-0.007,0.01,0.037,-0.016,0.212,1.595,0.226,1.498,0.174,1.875,2017-06-19,energy
CLB,NBR,2022-06-03,0.765,3.051,2.559,10.359,4.421,4.194,0.986,2.109,-0.06,0.026,0.062,0.01,0.013,-0.002,0.001,0.028,0.017,0.022,0.157,1.743,0.118,2.069,0.059,2.563,2017-06-19,energy
CLB,NVGS,2022-06-03,0.922,3.067,0.126,5.819,4.421,4.194,0.647,1.178,0.021,-0.059,-0.07,-0.027,-0.035,0.02,0.025,0.072,0.065,-0.02,0.143,1.408,0.107,1.827,0.046,2.537,2017-06-19,energy
CLB,PDS,2022-06-03,0.51,3.282,0.421,16.904,4.421,4.194,0.991,0.151,0.005,0.014,-0.009,-0.028,0.093,-0.04,-0.099,0.07,-0.042,-0.066,0.255,1.778,0.165,2.308,0.159,2.344,2017-06-19,energy
CLNE,ENB,2022-06-03,0.549,2.664,0.814,28.261,4.421,4.194,0.801,2.517,-0.041,-0.016,0.02,-0.022,-0.025,0.018,0.024,0.034,-0.001,-0.011,0.093,1.715,0.08,1.848,0.103,1.611,2017-06-19,energy
CLR,COP,2022-06-03,0.51,2.769,1.265,15.301,4.421,4.194,0.081,1.218,-0.016,0.049,0.105,0.032,-0.017,0.0,0.065,-0.08,-0.019,0.074,0.128,-2.417,0.108,-1.621,0.034,1.376,2017-06-19,energy
CLR,CRK,2022-06-03,0.961,4.142,0.15,2.38,4.421,4.194,0.655,2.499,0.03,0.047,-0.025,0.033,0.012,0.009,-0.018,0.055,0.036,0.006,0.269,-0.39,0.14,1.782,0.038,3.499,2017-06-19,energy
CLR,MRO,2022-06-03,0.745,3.369,0.392,-0.464,4.421,4.194,0.877,2.071,-0.022,0.014,0.021,0.014,0.01,-0.001,-0.017,-0.026,-0.062,0.022,0.147,-2.403,0.147,-2.391,0.105,-0.735,2017-06-19,energy
CLR,VLO,2022-06-03,0.902,2.719,1.039,36.358,4.421,4.194,0.873,1.544,-0.066,-0.056,-0.0,-0.039,0.004,-0.123,-0.013,-0.005,-0.039,-0.055,0.133,-0.022,0.13,0.035,0.107,0.517,2017-06-19,energy
CNQ,CRK,2022-06-03,0.922,3.98,0.167,2.242,4.421,4.194,0.472,2.3,0.009,0.019,0.006,0.022,0.016,0.011,-0.029,0.011,0.03,-0.001,0.19,0.561,0.069,2.748,-0.025,4.43,2017-06-19,energy
CNQ,ESTE,2022-06-03,0.686,3.014,0.275,-1.067,4.421,4.194,0.328,0.558,-0.021,-0.001,0.034,0.016,-0.01,-0.004,0.002,-0.012,0.003,-0.013,0.098,-0.209,0.075,0.545,0.077,0.496,2017-06-19,energy
CNX,CRK,2022-06-03,0.549,3.577,0.518,1.067,4.421,4.194,0.717,2.718,-0.062,0.01,-0.001,0.047,0.026,-0.079,-0.02,0.006,-0.003,-0.006,0.176,0.881,0.041,2.947,-0.051,4.364,2017-06-19,energy
COP,CRK,2022-06-03,0.98,3.483,0.122,0.403,4.421,4.194,0.641,1.297,-0.098,-0.065,-0.009,-0.065,0.016,-0.046,-0.071,0.042,-0.034,-0.041,0.147,0.398,0.046,2.511,0.009,3.289,2017-06-19,energy
COP,TRGP,2022-06-03,0.863,-2.665,0.84,-9.723,4.421,4.194,0.551,-1.042,-0.04,0.001,-0.023,-0.012,0.047,-0.004,-0.002,-0.008,-0.021,0.065,0.042,-0.938,0.056,-0.355,-0.011,-3.115,2017-06-19,energy
CPE,CRK,2022-06-03,0.863,4.64,0.085,4.196,4.421,4.194,0.842,4.428,0.077,0.049,0.001,-0.002,-0.017,0.004,0.013,-0.035,0.04,0.037,0.291,1.594,0.125,3.334,-0.011,4.76,2017-06-19,energy
